UserID,Age(bin),YearsExp(bin),Trans_Domain,Trans_Gender,Trans_University,Trans_UOC_Position,Trans_PhD,Trans_Other_Position,Trans_Use_wiki,Easy for stu to develop new skills,Improves stu's learning,Useful for teaching 2,user friendly,easy to find info,easy to add or edit info,stimulates curiosity,entertaining,reliable,Info updated,comprehensice,lower quality 2,trust in editing system,improves visibility of stu's work,easy to have records,cite wiki,well considered among colleagues,sharing open edu resource is appreciated,colleagues use wiki,important to share in open platform,important to publish other than book,important to be familiar with open platform,use wiki to develop teaching material,use wiki develop edu activities with stu,recommend stu to use wiki,recommend colleague,agree stu use wiki,contribute to blogs,actively participate in social networks 2,publish academic content in open platform 2,promotes use of open collavorative environment,consider as teaching merits,future recommend to stu and colleague,future will use in teaching,Inc1-best parctices guide,Inc2-instruction form a colleague,Inc3-specific training 2,Inc4-greater institutional recognition 2,Exp1-consult academic in own area,Exp2-consult other academic issues 2,Exp3-consult personal issues,Exp4-contribute to wiki 2,Exp5-use wiki to work with stu 2
U570,40~50,20~30,Unknown,Female,UOC,Adjunct,PhD,Professor,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Low,Mid,Low,Low,High,High,High,Low,Low,Low,Low,Mid,Low,Low,High,High,Low,N/A,N/A,High,High,High,Mid,Low,Low,Low,Low,Low
U571,40~50,10~20,Arts & Humanities,Female,UOC,Adjunct,Non-PhD,Professor,No,Mid,Mid,High,High,High,Mid,High,High,Mid,Mid,Mid,High,Mid,High,Mid,Mid,Low,Mid,Mid,High,High,High,Mid,Low,High,High,High,Mid,Mid,High,Low,Low,Mid,Mid,High,High,High,High,High,High,Mid,Low,Mid
U572,30~40,0~10,Law & Politics,Female,UOC,Adjunct,Non-PhD,Associate,No,Mid,Mid,Mid,High,High,High,High,High,Mid,High,Mid,Mid,Mid,Mid,High,Low,Low,High,Mid,High,High,High,Low,Low,Mid,Mid,Mid,Low,High,Mid,High,High,Mid,Mid,High,Mid,High,High,Mid,High,High,Low,Mid
U573,30~40,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Associate,No,Low,Low,Mid,High,High,High,High,High,Mid,High,Mid,Low,Mid,High,Mid,Mid,Mid,High,Mid,High,High,High,Low,Low,Mid,Mid,Mid,Low,High,High,High,High,Low,Low,Mid,High,High,Mid,Low,Mid,High,Low,High
U574,40~50,10~20,Arts & Humanities,Female,UOC,Adjunct,Non-PhD,Professor,No,Mid,Mid,High,High,High,High,Mid,High,Mid,High,Mid,High,Mid,Mid,High,Low,Low,High,Mid,High,High,High,Low,Low,Mid,Mid,Mid,Low,Low,Mid,High,Mid,Mid,Mid,High,High,High,Mid,High,High,High,Low,Low
U575,30~40,0~10,Engineering & Architecture,Female,UOC,Adjunct,Non-PhD,Associate,No,Mid,Mid,High,High,High,High,High,High,Mid,Mid,Mid,Mid,High,Mid,High,Low,High,High,Mid,High,Mid,High,Low,Low,Low,Low,High,Low,Low,Low,High,Mid,Mid,Mid,High,Low,Mid,Mid,Low,High,High,Low,High
U576,30~40,0~10,Engineering & Architecture,Female,UOC,Adjunct,Non-PhD,Associate,No,High,High,High,High,High,High,High,High,High,High,High,Low,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Mid,High,High,High,Mid,High,Mid,Mid,High,High,Mid,Mid,Mid,High,Mid,High,Low,Low
U577,30~40,0~10,Arts & Humanities,Female,UOC,Adjunct,Non-PhD,Associate,No,Mid,Mid,Mid,High,High,High,High,High,Mid,High,Mid,Low,High,Mid,Mid,Mid,Mid,High,High,High,High,High,Mid,Low,Mid,Mid,High,Mid,High,Mid,High,High,High,High,High,High,High,High,Mid,High,High,Low,High
U578,30~40,0~10,Engineering & Architecture,Female,UOC,Adjunct,Non-PhD,Associate,Unknown,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,N/A,Mid,High,High,Mid,High,High,Low,N/A,High
U579,40~50,10~20,Arts & Humanities,Female,UOC,Adjunct,Non-PhD,Associate,No,Low,Low,Mid,Mid,Low,Mid,Mid,Low,Low,Low,Low,Low,Mid,Low,Low,Low,N/A,N/A,N/A,N/A,N/A,N/A,Mid,Mid,Low,Low,N/A,Low,Mid,Low,N/A,N/A,N/A,N/A,Mid,High,High,High,Low,Low,Mid,Low,Low
U580,30~40,0~10,Law & Politics,Female,UOC,Adjunct,Non-PhD,Associate,No,Mid,Low,Mid,High,High,High,High,High,Mid,Low,Mid,High,Low,Mid,High,Low,Mid,High,Mid,High,High,High,Low,Low,Low,Mid,Low,Mid,High,High,High,High,High,Mid,High,Low,High,High,Mid,Mid,High,Low,Low
U581,30~40,0~10,Unknown,Female,UOC,Adjunct,PhD,Associate,No,Low,Mid,High,High,High,N/A,High,High,High,High,High,N/A,High,Low,N/A,High,Mid,Low,High,High,High,High,High,Mid,Mid,Mid,High,Mid,High,High,Low,Low,High,High,Mid,High,Mid,Low,High,High,High,Low,Low
U582,60~70,10~20,Unknown,Female,UOC,Adjunct,Non-PhD,Associate,No,Mid,Mid,Mid,Mid,Mid,Mid,High,High,Mid,Mid,Low,Mid,Mid,Low,N/A,N/A,N/A,N/A,N/A,Mid,High,High,Low,Low,N/A,N/A,Mid,N/A,Mid,N/A,Mid,N/A,N/A,N/A,Mid,N/A,N/A,N/A,Mid,Mid,Mid,Low,Mid
U583,30~40,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Associate,No,High,High,High,High,Mid,High,Mid,High,Mid,High,High,Low,High,High,High,Low,Mid,Mid,Low,High,High,High,Low,High,Mid,Mid,High,High,High,High,High,Mid,High,High,High,Low,Low,High,High,High,High,Low,High
U584,30~40,0~10,Law & Politics,Female,UOC,Adjunct,Non-PhD,Professor,Yes,High,Low,High,High,High,N/A,High,High,High,High,High,High,N/A,Mid,N/A,N/A,N/A,N/A,N/A,High,N/A,High,Low,Low,N/A,N/A,Mid,High,High,N/A,High,High,High,High,N/A,N/A,N/A,N/A,Mid,High,High,Low,Low
U585,40~50,10~20,Health Sciences,Female,UOC,Adjunct,PhD,Professor,No,Low,Mid,Low,High,Mid,Mid,Low,Low,High,High,Mid,High,Mid,Mid,High,Low,Low,High,Mid,High,High,High,Low,Low,Low,Low,Mid,High,Mid,Mid,High,Mid,Mid,Mid,High,High,High,High,Low,Low,Low,Low,Low
U586,50~60,20~30,Health Sciences,Female,UOC,Adjunct,PhD,Professor,No,Low,Low,Low,High,High,High,Mid,High,Low,Low,Low,High,Low,Low,High,Low,Low,High,Low,Mid,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Mid,Mid,Low,Mid
U587,30~40,0~10,Unknown,Female,UOC,Adjunct,PhD,Professor,No,Mid,Mid,Mid,High,High,Mid,High,Mid,High,High,Mid,High,High,Mid,Mid,Low,Low,High,Mid,High,High,High,Low,Low,Low,Low,Low,Low,High,High,High,Mid,Low,Low,High,Low,High,Mid,Low,Low,Low,Low,High
U588,40~50,10~20,Health Sciences,Female,UOC,Adjunct,Non-PhD,Associate,No,High,High,High,High,High,High,High,High,Mid,Mid,Mid,Low,Mid,High,Mid,Low,Mid,High,Low,Mid,High,High,Low,Low,Low,Low,Mid,Mid,Low,High,Mid,High,Low,Low,High,High,High,High,Low,Low,Low,Low,High
U589,40~50,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Associate,No,Low,Low,Low,High,High,Mid,Mid,Mid,Low,Low,Low,Mid,Low,Low,Low,Low,Mid,Mid,Mid,Mid,High,High,Low,Low,Low,Low,Low,Mid,Mid,Low,High,High,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low
U590,40~50,0~10,Sciences,Female,UOC,Adjunct,Non-PhD,Associate,No,Low,Mid,Low,High,High,Mid,Mid,High,Mid,High,High,Mid,Low,Mid,Mid,Low,Mid,High,Mid,High,High,High,Low,Low,Mid,Low,Mid,Low,Low,Low,High,Mid,Low,Low,High,High,High,Mid,Mid,Mid,Mid,Low,Low
U591,40~50,10~20,Unknown,Female,UOC,Adjunct,Non-PhD,Associate,No,Low,Low,High,High,N/A,Low,High,High,High,High,Mid,Mid,Mid,Mid,Mid,Mid,Low,Low,Low,High,High,High,Mid,Low,Mid,Mid,High,Mid,Mid,Mid,High,High,High,High,High,Mid,High,Mid,Mid,Mid,High,Mid,Low
U592,20~30,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Professor,No,Low,Mid,Mid,High,High,Mid,Low,High,High,High,Low,Mid,Mid,Low,Low,Low,Low,High,Low,High,High,High,Low,Low,Low,Low,Low,Mid,High,High,Mid,Mid,Low,Low,High,High,Mid,High,Mid,High,High,Low,High
U593,30~40,0~10,Health Sciences,Female,UOC,Adjunct,Non-PhD,Professor,No,High,Mid,High,High,Mid,Mid,High,High,Low,Mid,Low,High,High,Mid,Mid,Low,Low,Mid,Mid,High,High,High,Low,Low,Low,Low,Mid,Low,High,Mid,High,High,Mid,Low,High,Low,Low,Mid,High,High,High,Low,High
U594,50~60,0~10,Health Sciences,Female,UOC,Adjunct,Non-PhD,Associate,No,Low,Low,Low,High,High,Mid,High,High,Low,Low,Mid,High,Low,Low,Mid,Low,Low,High,Low,High,High,High,Low,Low,Low,Low,Low,Low,Mid,High,High,High,Low,Mid,Low,Low,Low,Low,Low,Low,Low,Low,Low
U595,40~50,0~10,Arts & Humanities,Female,UOC,Adjunct,Non-PhD,Associate,No,Low,Low,Low,High,High,High,Low,High,Low,Mid,Low,High,Low,Low,Low,Low,Low,Mid,Low,Mid,Low,Mid,Low,Low,Low,Low,Low,Low,Mid,Low,Mid,Mid,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High
U596,40~50,10~20,Health Sciences,Female,UOC,Adjunct,PhD,Professor,No,Low,Low,Low,High,Mid,Low,High,N/A,Low,Mid,Mid,High,Mid,Mid,N/A,Low,Low,Low,Low,High,High,High,Low,Low,Low,Low,Low,Mid,High,Low,High,High,Low,Low,Low,Low,Mid,Mid,Low,Low,Low,Low,Low
U597,30~40,10~20,Unknown,Female,UOC,Adjunct,Non-PhD,Unknown,No,High,High,High,Mid,High,Mid,High,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Low,High,High,High,High,High,High,Low,Low,Mid,Mid,High,High,High,Low,High,High,High,High,High,High,High,High,Mid,Mid,High,Low,Low
U598,30~40,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Professor,No,Low,Low,Mid,High,Mid,High,Low,Mid,Low,Low,Low,High,Mid,Low,Mid,Low,Low,Mid,Low,Mid,Mid,High,Low,Low,Low,Low,Low,Mid,Mid,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low
U599,40~50,10~20,Sciences,Female,UOC,Adjunct,PhD,Professor,No,Low,Low,Mid,High,High,Mid,High,High,Mid,Mid,High,High,Low,Low,Mid,Low,Low,High,Low,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Mid,Mid,Mid,High,Low,Low
U600,30~40,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Associate,No,Mid,Low,Low,High,Mid,Low,High,High,Mid,Mid,Low,High,Low,Low,Mid,Low,Low,Mid,Mid,High,High,High,Low,Low,Low,Low,Mid,Low,Low,Low,Low,High,Mid,Mid,Mid,High,High,Mid,Mid,Mid,High,Low,Low
U601,40~50,10~20,Unknown,Female,UOC,Adjunct,PhD,Professor,Yes,High,High,High,High,High,High,High,High,Mid,High,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,High,Mid,High,Mid,Mid,Mid,Low,Low,Mid,Mid,High,Mid,High,High,Mid,Mid,Mid,Mid,Mid,Mid,High,High,High,Mid,High
U602,40~50,10~20,Health Sciences,Female,UOC,Adjunct,Non-PhD,Associate,No,Low,Mid,Mid,High,High,High,High,Mid,High,Mid,Mid,High,Mid,Mid,Mid,Low,Mid,High,Mid,High,Mid,High,Low,Low,Low,Low,Mid,High,High,Mid,High,High,Low,Low,High,Mid,High,High,Low,Low,Mid,Low,Mid
U603,30~40,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Associate,No,High,Mid,High,Mid,High,Low,Mid,High,Low,Mid,Mid,High,Mid,Low,High,Low,Low,High,High,High,High,High,Low,Low,Low,Low,Mid,Mid,Low,Low,High,Low,Mid,Mid,High,Mid,Mid,Mid,Mid,High,Low,Low,Low
U604,30~40,10~20,Unknown,Female,UOC,Adjunct,PhD,Professor,No,Mid,Mid,Mid,High,High,N/A,High,High,Mid,High,Mid,Low,Mid,Mid,N/A,Low,Low,Mid,High,High,High,High,Low,Low,Mid,Mid,Mid,Low,Low,Low,Low,Low,Low,Low,High,High,High,High,Mid,Mid,Mid,Low,Low
U605,30~40,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Associate,No,Mid,Mid,Low,High,High,Mid,High,High,Mid,Low,Low,High,Low,High,Mid,Low,Low,High,Mid,High,High,High,Low,Low,Low,Low,Low,Low,High,High,High,Mid,Mid,Mid,High,High,High,High,High,High,High,Low,Low
U606,30~40,0~10,Unknown,Female,UOC,Adjunct,PhD,Professor,No,Mid,Mid,Mid,High,High,High,High,High,Mid,Mid,Mid,Low,Mid,High,High,Mid,Mid,Mid,Mid,High,High,High,Mid,Mid,High,High,Mid,High,High,High,High,High,High,High,High,High,High,High,Mid,Mid,Mid,Mid,High
U607,30~40,0~10,Arts & Humanities,Female,UOC,Adjunct,PhD,Professor,No,Mid,Low,High,High,Mid,Mid,High,High,High,High,High,Mid,Low,Low,Low,Low,Low,Low,Mid,High,High,High,High,Low,Mid,Low,Mid,Low,Low,Low,High,High,High,High,High,High,High,High,Mid,High,High,Low,Low
U608,40~50,0~10,Arts & Humanities,Female,UOC,Adjunct,Non-PhD,Associate,Yes,High,High,High,High,High,High,High,High,High,High,Mid,High,High,High,High,Mid,Mid,High,Mid,High,High,High,N/A,Mid,Mid,Mid,High,Mid,Mid,Mid,High,High,High,High,High,High,High,High,High,High,High,Mid,Mid
U609,30~40,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Associate,No,Mid,Mid,Mid,High,High,High,High,High,High,High,High,Mid,Low,Mid,Mid,Low,Low,High,Low,High,High,High,Low,Low,Low,Mid,Low,Low,Low,Mid,High,High,Mid,Mid,High,High,High,Mid,Low,Mid,Mid,Low,Low
U610,50~60,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Associate,No,Mid,Low,High,Mid,Mid,High,High,Mid,Mid,Mid,Low,Low,Low,Mid,Mid,Low,Low,Low,Mid,Mid,High,High,Low,Low,Low,Low,Low,Low,Low,Low,High,High,Mid,Mid,High,Mid,High,High,Low,Mid,Mid,Low,Low
U611,30~40,0~10,Health Sciences,Female,UOC,Adjunct,PhD,Professor,No,Mid,Mid,Mid,High,High,High,High,High,Mid,Mid,Mid,High,Mid,High,High,Low,Low,Mid,Low,High,High,High,Low,High,Low,Low,Mid,Mid,Low,Low,Mid,Mid,Mid,Mid,High,High,High,High,Mid,Mid,High,Low,Mid
U612,40~50,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Associate,No,High,Mid,High,High,High,Mid,Mid,High,Mid,Mid,Low,High,Low,Mid,Low,Low,Low,High,Mid,Mid,High,High,Low,Low,Low,Low,Low,Low,High,Mid,Mid,High,Mid,Mid,High,Mid,Low,Mid,Mid,High,High,Low,Low
U613,40~50,10~20,Health Sciences,Female,UOC,Adjunct,Non-PhD,Associate,No,High,High,High,High,High,Mid,High,High,Mid,Mid,Low,High,Mid,Mid,Low,Low,Low,High,Low,High,Low,Mid,Low,Low,Low,Low,Mid,Low,Low,Low,Low,Low,Low,Low,High,High,High,High,Low,High,High,Low,Low
U614,30~40,10~20,Law & Politics,Female,UOC,Adjunct,PhD,Professor,No,Low,Low,Low,High,High,Mid,Mid,High,Low,Mid,Low,High,Mid,Mid,Mid,Low,Low,Low,Low,High,High,High,Low,Low,Low,Low,Low,High,High,Mid,Low,High,Low,Low,High,High,High,High,Low,High,High,Low,Low
U615,30~40,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Professor,No,Mid,Mid,Mid,High,High,Mid,High,High,Mid,Mid,Mid,High,Mid,High,Low,Mid,Mid,Mid,Mid,Mid,Mid,High,Low,Low,Mid,Mid,Mid,Low,Low,Low,Mid,Mid,Mid,N/A,High,High,High,High,Low,Low,Low,Low,Low
U616,30~40,10~20,Health Sciences,Female,UOC,Adjunct,PhD,Professor,No,High,High,High,High,High,High,High,High,Mid,High,High,High,Mid,Mid,Mid,High,Mid,Mid,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High
U617,30~40,0~10,Arts & Humanities,Female,UOC,Adjunct,PhD,Professor,No,Low,Low,Low,High,High,N/A,Mid,Mid,Low,High,Mid,Mid,Low,N/A,N/A,Low,Low,Mid,Low,High,High,High,Low,Low,Low,Low,Mid,Low,High,Low,Low,Low,Low,Low,Low,High,Mid,Mid,Mid,High,High,Low,High
U618,50~60,0~10,Law & Politics,Female,UOC,Adjunct,PhD,Associate,Yes,Mid,High,High,High,Mid,High,High,High,High,High,High,High,Mid,Mid,High,Mid,High,High,High,High,High,High,High,Mid,High,High,Mid,High,High,High,High,High,High,High,Mid,High,High,High,Mid,High,High,High,High
U619,40~50,0~10,Unknown,Female,UOC,Adjunct,PhD,Associate,No,High,High,High,Mid,High,High,High,High,Mid,Mid,Mid,Low,High,High,High,Low,High,Mid,High,High,High,High,Low,Low,High,Mid,High,High,High,High,High,High,High,Mid,Mid,Mid,Mid,Mid,High,High,High,Low,High
U620,40~50,10~20,Unknown,Female,UOC,Adjunct,Non-PhD,Associate,No,High,High,High,High,High,High,High,High,Mid,Mid,Mid,Low,Mid,Mid,Low,Low,High,High,High,Low,High,Mid,N/A,N/A,Mid,High,High,Low,Low,High,High,Mid,Mid,High,Mid,High,High,Mid,N/A,N/A,N/A,N/A,N/A
U621,50~60,20~30,Unknown,Female,UOC,Adjunct,PhD,Professor,No,Mid,High,Mid,High,High,Mid,Mid,High,Low,Low,Low,Low,Low,Low,Mid,Low,Low,Mid,Mid,High,Mid,Mid,Low,Low,Low,Mid,Mid,Mid,Mid,Mid,Low,Low,Low,Low,High,Low,High,Mid,Low,Low,Low,N/A,Mid
U622,40~50,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Associate,No,Low,Mid,Mid,High,High,Mid,High,High,Mid,High,Mid,Mid,N/A,N/A,N/A,Low,Low,Mid,Mid,High,High,High,Low,Low,Low,Low,Low,Mid,High,Low,High,N/A,N/A,N/A,High,High,High,High,Low,Mid,High,Low,Low
U623,30~40,0~10,Health Sciences,Female,UOC,Adjunct,PhD,Professor,No,High,High,Mid,High,High,Mid,Low,High,Low,High,Mid,High,Low,Mid,Mid,Low,Low,High,Low,High,Low,High,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,High,Low,High,High,Low,Mid,Mid,Low,Low
U624,40~50,10~20,Arts & Humanities,Female,UOC,Adjunct,Non-PhD,Associate,No,Mid,Mid,Mid,High,High,High,Mid,Low,Mid,Mid,Mid,Mid,Mid,Mid,High,Low,Low,Mid,Low,High,High,High,Low,Low,Low,Low,Mid,Low,Low,Low,Low,Low,Mid,Mid,Mid,Mid,Mid,Mid,Mid,High,Low,Low,Low
U625,40~50,10~20,Health Sciences,Female,UOC,Adjunct,Non-PhD,Professor,No,High,High,High,High,High,High,High,High,Mid,High,Mid,Mid,Mid,High,Mid,Mid,Low,Low,Low,High,High,High,Low,High,Low,Mid,Mid,Low,Low,Low,High,High,Mid,High,High,High,High,High,High,High,High,Low,High
U626,40~50,0~10,Health Sciences,Female,UOC,Adjunct,Non-PhD,Associate,No,High,High,High,High,High,High,High,High,Mid,Mid,Mid,Mid,High,Mid,Mid,High,Mid,Mid,Mid,High,High,High,High,Low,Mid,High,Mid,Mid,Low,Mid,High,Mid,Mid,High,High,High,High,High,Mid,High,High,Low,Low
U627,30~40,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Associate,No,High,High,High,High,High,High,High,High,Mid,Mid,Mid,Low,Mid,Mid,Mid,High,Mid,Mid,Mid,High,High,High,High,Low,Mid,Mid,Mid,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low
U628,50~60,20~30,Arts & Humanities,Female,UOC,Adjunct,Non-PhD,Associate,No,Low,Low,Mid,High,High,Mid,High,High,Mid,Mid,Low,High,Mid,N/A,N/A,Mid,Low,High,N/A,High,High,High,Low,Low,Low,Low,Low,Mid,Mid,Mid,High,High,Low,Low,High,High,High,Low,Low,Low,High,Low,Low
U629,40~50,10~20,Law & Politics,Female,UOC,Adjunct,PhD,Professor,No,Low,Mid,Mid,High,Mid,Mid,High,Mid,Low,Low,Low,High,Mid,Mid,Mid,Low,Low,Mid,Mid,High,Mid,Mid,Low,Low,Low,Low,Low,Mid,Mid,Mid,Mid,Mid,Low,Low,High,Mid,High,High,Low,Low,High,Low,Low
U630,40~50,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Associate,No,High,High,High,High,High,High,High,High,Mid,High,High,Low,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Low,Mid,Mid,Mid,Low,Low,Low,Low,Low,Low,Low,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Low
U631,40~50,0~10,Arts & Humanities,Female,UOC,Adjunct,Non-PhD,Associate,No,Mid,Mid,Low,High,High,Mid,High,High,Low,Low,Low,High,Low,Low,Mid,Low,Low,High,Low,High,High,High,Low,Low,Low,Low,Low,Low,High,High,High,High,Low,Low,Mid,Mid,Mid,Mid,Low,Low,Low,Low,Low
U632,30~40,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Associate,No,Low,Low,Mid,High,High,Mid,Low,High,Mid,High,Mid,Low,Low,Mid,Mid,High,Low,High,Mid,High,High,High,Low,High,High,High,Mid,Low,High,Low,High,High,Mid,High,High,Mid,Mid,Mid,High,High,High,Low,High
U633,30~40,0~10,Health Sciences,Female,UOC,Adjunct,Non-PhD,Associate,No,High,Mid,Mid,High,N/A,Mid,High,High,Low,Mid,Mid,High,Mid,Mid,Mid,Low,Mid,Mid,Low,High,High,High,Mid,Low,Low,Low,High,Low,Low,Low,High,High,Mid,Mid,High,High,High,High,Low,Mid,Mid,Low,Low
U634,30~40,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Associate,No,Mid,Mid,High,High,High,Mid,High,High,High,High,Mid,High,High,Mid,High,Low,Low,Mid,Mid,High,High,High,Low,Low,High,Mid,High,High,High,High,High,Mid,Mid,Mid,High,High,High,Low,Low,High,High,Low,Mid
U635,30~40,10~20,Unknown,Female,UOC,Adjunct,PhD,Professor,No,Mid,Mid,Mid,Mid,High,Mid,Mid,Mid,Mid,Mid,Mid,High,Low,Mid,Mid,Low,Low,Mid,Low,Mid,High,Mid,Low,Low,Low,Low,Mid,Mid,Mid,Mid,Low,Low,Mid,Mid,Mid,Mid,Mid,High,Low,Low,Low,Low,Low
U636,30~40,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Professor,No,Mid,Low,Mid,High,Mid,Low,Mid,High,Mid,High,Mid,High,Mid,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,Low,Mid,Low,High,High,Low,Low,Low,Low,High,High,High,High,Low,Low,Mid,Low,Low
U637,30~40,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Associate,No,Low,Low,Low,High,High,Mid,Mid,Mid,Mid,Mid,Low,High,Low,Mid,Mid,Low,Mid,Low,Mid,High,High,High,Low,Low,Low,Low,Low,High,Low,Low,High,Low,Low,Low,Mid,Mid,Mid,Low,Low,Low,High,Low,Low
U638,30~40,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Associate,No,Mid,Mid,High,High,High,Mid,High,High,High,High,Low,High,Mid,Mid,Mid,Mid,Low,High,Mid,High,High,High,Mid,Low,Low,Low,Mid,High,High,High,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Low,High,Low,Mid
U639,40~50,0~10,Unknown,Female,UOC,Adjunct,PhD,Associate,No,High,High,Mid,High,High,High,Mid,Low,Low,Mid,Low,Low,Mid,Mid,High,Low,Mid,Mid,High,High,High,High,Low,Low,Mid,Mid,High,Low,Mid,Low,High,High,Mid,Mid,Low,Mid,High,High,Mid,High,High,Low,Low
U640,40~50,0~10,Unknown,Female,UOC,Adjunct,PhD,Professor,No,Low,Mid,Low,High,High,High,High,N/A,Mid,Mid,Low,Mid,Low,Low,Mid,Low,Low,Low,Low,Mid,Mid,Mid,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Mid,Low,Mid,Low,Low,Low
U641,20~30,,Law & Politics,Female,UOC,Adjunct,PhD,Professor,No,High,High,Mid,High,High,Mid,High,High,High,High,High,High,Mid,Mid,Mid,Low,Low,Mid,Low,High,High,High,Low,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,High,High,High,High,Mid,High,High,Low,Mid
U642,40~50,10~20,Unknown,Female,UOC,Adjunct,PhD,Professor,No,Mid,Mid,Mid,High,High,Mid,Mid,Mid,Mid,Mid,Mid,High,Mid,Mid,Mid,Low,Low,Mid,Low,High,High,High,Low,Low,Low,Low,Mid,Low,Low,Low,Low,Low,Low,Low,High,Mid,High,High,Low,High,High,Low,Low
U643,30~40,0~10,Arts & Humanities,Female,UOC,Adjunct,Non-PhD,Professor,No,Low,Mid,Mid,High,High,Low,High,High,Mid,Mid,Mid,High,Low,N/A,N/A,Low,Low,Mid,Mid,High,High,High,Low,Low,Low,Low,Low,Low,Mid,High,High,High,Low,Low,High,High,High,High,Low,Mid,High,Low,Mid
U644,40~50,0~10,Arts & Humanities,Female,UOC,Adjunct,PhD,Associate,Yes,Mid,Mid,High,High,High,High,Mid,High,Mid,High,Mid,Mid,High,Mid,High,Mid,Low,Low,Mid,High,High,High,Low,Low,High,Low,Mid,Mid,High,Mid,High,High,High,High,High,Mid,High,Mid,High,High,High,High,Low
U645,40~50,0~10,Arts & Humanities,Female,UOC,Adjunct,Non-PhD,Associate,No,Mid,Low,Mid,High,High,High,Low,Low,Low,Low,Low,Mid,Low,Low,Low,Low,Low,High,Low,High,High,High,Low,Low,Low,Low,Low,Low,Mid,Low,High,Low,Low,Low,High,Mid,Mid,High,Low,Low,Low,Low,Low
U646,40~50,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Associate,No,Low,Mid,Mid,High,High,Low,High,Low,High,Mid,Low,High,Mid,Low,High,Low,Low,Low,N/A,High,High,High,Low,Low,Low,Low,High,Low,Low,Low,Mid,Low,Low,Low,Low,High,Low,High,Low,High,High,Low,High
U647,30~40,0~10,Engineering & Architecture,Female,UOC,Adjunct,Non-PhD,Associate,No,High,High,Mid,High,High,High,High,High,Mid,Mid,High,Mid,Mid,Mid,Low,Low,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Low,Low,Mid,Low,High,High,Mid,Mid,Mid,Mid,High,High,High,High,Mid,Mid,Mid,Mid,Mid
U648,40~50,10~20,Arts & Humanities,Female,UOC,Adjunct,PhD,Professor,No,Low,Mid,Mid,High,Mid,High,Low,High,Low,High,Low,High,High,High,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,Low,Low,High,Mid,High,High,High,Low,Low,Mid,Low,High,Low,Low,Low,Low,Low,Low
